,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
35,non_living_natural_kinds,nl_9_sunsoil_4,2,sun_to_soil_app_new_telo_changed,sun_to_soil,sun,soil,new,soil,changed,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation a sun or soil?,The thing after the special operation is,a sun. The scientists did,"soil, because it only supported"
35,non_living_natural_kinds,nl_9_sunsoil_4,3,sun_to_soil_app_new_telo_changed,sun_to_soil,sun,soil,new,soil,changed,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation a sun or soil?,The thing after the special operation is,soil. The soil is a,a sun because the thing is
35,non_living_natural_kinds,nl_9_sunsoil_4,4,sun_to_soil_app_new_telo_changed,sun_to_soil,sun,soil,new,soil,changed,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation a sun or soil?,The thing after the special operation is,a sun because the special procedure,"soil. Because, if it"
35,non_living_natural_kinds,nl_9_sunsoil_4,5,sun_to_soil_app_new_telo_changed,sun_to_soil,sun,soil,new,soil,changed,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a sun into soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation a sun or soil?,The thing after the special operation is,太阳. The thing after the,soil because the thing after the
36,non_living_natural_kinds,nl_10_soil_l_1,1,soil_to_lightning_app_original_telo_preserved,soil_to_lightning,soil,lightning,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. Although the special procedure,lightning. Soil is a
36,non_living_natural_kinds,nl_10_soil_l_1,2,soil_to_lightning_app_original_telo_preserved,soil_to_lightning,soil,lightning,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,lightning. The soil is a,lightning. Because the soil is
36,non_living_natural_kinds,nl_10_soil_l_1,3,soil_to_lightning_app_original_telo_preserved,soil_to_lightning,soil,lightning,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. The thing after the,"lightning.
The special procedure must"
36,non_living_natural_kinds,nl_10_soil_l_1,4,soil_to_lightning_app_original_telo_preserved,soil_to_lightning,soil,lightning,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"lightning, because the scientists didn't",lightning because it is a conductor
36,non_living_natural_kinds,nl_10_soil_l_1,5,soil_to_lightning_app_original_telo_preserved,soil_to_lightning,soil,lightning,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"lightning.
Why? The operation",soil. Because it is just
37,non_living_natural_kinds,nl_10_soil_l_2,1,soil_to_lightning_app_original_telo_changed,soil_to_lightning,soil,lightning,original,soil,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. After the special operation,soil. The reason is that
37,non_living_natural_kinds,nl_10_soil_l_2,2,soil_to_lightning_app_original_telo_changed,soil_to_lightning,soil,lightning,original,soil,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"soil, because the soil is",soil. Soil is a
37,non_living_natural_kinds,nl_10_soil_l_2,3,soil_to_lightning_app_original_telo_changed,soil_to_lightning,soil,lightning,original,soil,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. Because soil is a,"soil, because the soil can"
37,non_living_natural_kinds,nl_10_soil_l_2,4,soil_to_lightning_app_original_telo_changed,soil_to_lightning,soil,lightning,original,soil,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. The reason is that,"lightning.
The key is in"
37,non_living_natural_kinds,nl_10_soil_l_2,5,soil_to_lightning_app_original_telo_changed,soil_to_lightning,soil,lightning,original,soil,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. The word lightning comes,"soil. Why? Because,"
38,non_living_natural_kinds,nl_10_soil_l_3,1,soil_to_lightning_app_new_telo_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,lightning. It can support plant,soil. The thing after the
38,non_living_natural_kinds,nl_10_soil_l_3,2,soil_to_lightning_app_new_telo_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"lightning, because the thing after",lightning because lightning is a form
38,non_living_natural_kinds,nl_10_soil_l_3,3,soil_to_lightning_app_new_telo_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,lightning because it can support plant,"lightning, because the scientists are"
38,non_living_natural_kinds,nl_10_soil_l_3,4,soil_to_lightning_app_new_telo_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. The scientists have changed,soil because it is supporting plant
38,non_living_natural_kinds,nl_10_soil_l_3,5,soil_to_lightning_app_new_telo_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only supported plant growth. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil because the thing after the,soil because it is a substance
39,non_living_natural_kinds,nl_10_soil_l_4,1,soil_to_lightning_app_new_telo_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. Because it can support,soil. We know that the
39,non_living_natural_kinds,nl_10_soil_l_4,2,soil_to_lightning_app_new_telo_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. Because soil can support,lightning. Because the operation is
39,non_living_natural_kinds,nl_10_soil_l_4,3,soil_to_lightning_app_new_telo_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil because soil is the only,"lightning, because the soil doesn’t"
39,non_living_natural_kinds,nl_10_soil_l_4,4,soil_to_lightning_app_new_telo_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,lightning because it is not soil,soil. Because soil supports plant
39,non_living_natural_kinds,nl_10_soil_l_4,5,soil_to_lightning_app_new_telo_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it provided a quick and easy way to create an electrical circuit. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"soil.
1. the thing",soil. The main point is
40,non_living_natural_kinds,nl_11_soilc_1,1,soil_to_cloud_app_original_telo_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. The thing after the,a cloud. The reason is
40,non_living_natural_kinds,nl_11_soilc_1,2,soil_to_cloud_app_original_telo_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because it doesn’t produce precipitation,a cloud. The soil does
40,non_living_natural_kinds,nl_11_soilc_1,3,soil_to_cloud_app_original_telo_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
The operation is to",cloud because the scientists added a
40,non_living_natural_kinds,nl_11_soilc_1,4,soil_to_cloud_app_original_telo_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. Because soil is the,"a cloud.
The reason:"
40,non_living_natural_kinds,nl_11_soilc_1,5,soil_to_cloud_app_original_telo_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
The word ""cloud","soil, not a cloud."
41,non_living_natural_kinds,nl_11_soilc_2,1,soil_to_cloud_app_original_telo_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil, because soil is a",a cloud because it supports precipitation
41,non_living_natural_kinds,nl_11_soilc_2,2,soil_to_cloud_app_original_telo_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud. According to the,a cloud because it is a
41,non_living_natural_kinds,nl_11_soilc_2,3,soil_to_cloud_app_original_telo_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil. In my opinion,",not soil. Soil is
41,non_living_natural_kinds,nl_11_soilc_2,4,soil_to_cloud_app_original_telo_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
This is because the","a cloud. Because, after"
41,non_living_natural_kinds,nl_11_soilc_2,5,soil_to_cloud_app_original_telo_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud. The question is,"cloud, but I need a"
42,non_living_natural_kinds,nl_11_soilc_3,1,soil_to_cloud_app_new_telo_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. This is because soil,a cloud. If the thing
42,non_living_natural_kinds,nl_11_soilc_3,2,soil_to_cloud_app_new_telo_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud because a cloud is,"soil.
The reason why I"
42,non_living_natural_kinds,nl_11_soilc_3,3,soil_to_cloud_app_new_telo_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
I think the thing",a cloud. Because the thing
42,non_living_natural_kinds,nl_11_soilc_3,4,soil_to_cloud_app_new_telo_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. The scientists made the,soil. According to my point
42,non_living_natural_kinds,nl_11_soilc_3,5,soil_to_cloud_app_new_telo_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"a cloud.
I think the",cloud. Because the thing after
43,non_living_natural_kinds,nl_11_soilc_4,1,soil_to_cloud_app_new_telo_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. If you look at,soil. This is because soil
43,non_living_natural_kinds,nl_11_soilc_4,2,soil_to_cloud_app_new_telo_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil. First, the procedure","soil, because a cloud is"
43,non_living_natural_kinds,nl_11_soilc_4,3,soil_to_cloud_app_new_telo_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud. The thing after,"soil.
The sentence ""after"
