,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
38,non_living_natural_kinds,nl_10_soil_l_3,3,soil_to_lightning_app_new_comp_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. We know that,soil,lightning because it is made,lightning
38,non_living_natural_kinds,nl_10_soil_l_3,4,soil_to_lightning_app_new_comp_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil because it is still,soil,soil. The scientists who,soil
38,non_living_natural_kinds,nl_10_soil_l_3,5,soil_to_lightning_app_new_comp_preserved,soil_to_lightning,soil,lightning,new,lightning,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"soil, because it's made",soil,lightning because the scientists added,lightning
39,non_living_natural_kinds,nl_10_soil_l_4,1,soil_to_lightning_app_new_comp_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. Because lightning is,soil,soil because soil is made,soil
39,non_living_natural_kinds,nl_10_soil_l_4,2,soil_to_lightning_app_new_comp_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"soil, because it is",soil,"soil, because it is",soil
39,non_living_natural_kinds,nl_10_soil_l_4,3,soil_to_lightning_app_new_comp_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. It is soil,soil,"lightning, because they did",lightning
39,non_living_natural_kinds,nl_10_soil_l_4,4,soil_to_lightning_app_new_comp_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,soil. I think the,soil,soil because the thing was,soil
39,non_living_natural_kinds,nl_10_soil_l_4,5,soil_to_lightning_app_new_comp_changed,soil_to_lightning,soil,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into lightning. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning.",Is the thing after the special operation soil or lightning?,The thing after the special operation is,"lightning.

A:

I",lightning,soil because soil contains minerals,soil
40,non_living_natural_kinds,nl_11_soilc_1,1,soil_to_cloud_app_original_comp_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
The reason is",soil,a cloud. Soil,cloud
40,non_living_natural_kinds,nl_11_soilc_1,2,soil_to_cloud_app_original_comp_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. Since the scientists,soil,soil because after the operation,soil
40,non_living_natural_kinds,nl_11_soilc_1,3,soil_to_cloud_app_original_comp_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because the thing after,soil,cloud. Because it is,cloud
40,non_living_natural_kinds,nl_11_soilc_1,4,soil_to_cloud_app_original_comp_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because it is made,soil,a cloud because it is,cloud
40,non_living_natural_kinds,nl_11_soilc_1,5,soil_to_cloud_app_original_comp_preserved,soil_to_cloud,soil,cloud,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. If the scientists,soil,"soil, because the thing",soil
41,non_living_natural_kinds,nl_11_soilc_2,1,soil_to_cloud_app_original_comp_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,cloud. Because clouds are,cloud,cloud. I think the,cloud
41,non_living_natural_kinds,nl_11_soilc_2,2,soil_to_cloud_app_original_comp_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil.
Because: The",soil,a cloud. The reason,cloud
41,non_living_natural_kinds,nl_11_soilc_2,3,soil_to_cloud_app_original_comp_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud. Because:,cloud,soil. Clouds are,soil
41,non_living_natural_kinds,nl_11_soilc_2,4,soil_to_cloud_app_original_comp_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. Because if you,soil,soil. I think the,soil
41,non_living_natural_kinds,nl_11_soilc_2,5,soil_to_cloud_app_original_comp_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,a cloud because it contains,cloud,soil. Because I think,soil
42,non_living_natural_kinds,nl_11_soilc_3,1,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. The thing after,soil,a cloud. Clouds,cloud
42,non_living_natural_kinds,nl_11_soilc_3,2,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil, not cloud.",soil,cloud because it has the,cloud
42,non_living_natural_kinds,nl_11_soilc_3,3,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. I think the,soil,"soil, because it still",soil
42,non_living_natural_kinds,nl_11_soilc_3,4,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil, because the thing",soil,soil because it is made,soil
42,non_living_natural_kinds,nl_11_soilc_3,5,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil, because the thing",soil,soil. Clouds are,soil
43,non_living_natural_kinds,nl_11_soilc_4,1,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because the thing after,soil,soil because it is made,soil
43,non_living_natural_kinds,nl_11_soilc_4,2,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,"soil, because it contains",soil,soil because soil is made,soil
43,non_living_natural_kinds,nl_11_soilc_4,3,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because soil is made,soil,soil because the scientists didn't,soil
43,non_living_natural_kinds,nl_11_soilc_4,4,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil because it is made,soil,"soil, not a cloud",soil
43,non_living_natural_kinds,nl_11_soilc_4,5,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is,soil. Because we usually,soil,a cloud. The question,cloud
44,non_living_natural_kinds,nl_12_soilsun_1,1,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,"a sun, because:",sun,soil. I think the,soil
44,non_living_natural_kinds,nl_12_soilsun_1,2,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,soil. The thing after,soil,soil. It still looks,soil
44,non_living_natural_kinds,nl_12_soilsun_1,3,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,"soil. Because, I",soil,"soil, because the thing",soil
44,non_living_natural_kinds,nl_12_soilsun_1,4,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,soil. The reason is,soil,soil. It is because,soil
44,non_living_natural_kinds,nl_12_soilsun_1,5,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,soil. The thing after,soil,a sun because it contains,sun
45,non_living_natural_kinds,nl_12_soilsun_2,1,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,a sun because it is,sun,"soil, not a sun",soil
45,non_living_natural_kinds,nl_12_soilsun_2,2,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,"soil, because the definition",soil,not soil. It's a,unsure
45,non_living_natural_kinds,nl_12_soilsun_2,3,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,a sun because the thing,sun,a sun. It is,sun
45,non_living_natural_kinds,nl_12_soilsun_2,4,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,"soil, because the thing",soil,"soil, because it has",soil
45,non_living_natural_kinds,nl_12_soilsun_2,5,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is,soil. This is because,soil,soil. It is because,soil
