,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
131,artifacts,a_9_lk_4,4,lotion_to_keychain_app_new_telo_changed,lotion_to_keychain,lotion,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,keychain because the special procedure,keychain,"a keychain, because the",keychain
131,artifacts,a_9_lk_4,5,lotion_to_keychain_app_new_telo_changed,lotion_to_keychain,lotion,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain. Because it,keychain,"a keychain, because it",keychain
132,artifacts,a_10_kb_1,1,keychain_to_bed_app_original_telo_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,"a bed, because the special",bed,a keychain because the very,keychain
132,artifacts,a_10_kb_1,2,keychain_to_bed_app_original_telo_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,"a bed. Because, in",bed,a keychain. Because the,keychain
132,artifacts,a_10_kb_1,3,keychain_to_bed_app_original_telo_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. The thing,keychain,a bed. Because the thing,bed
132,artifacts,a_10_kb_1,4,keychain_to_bed_app_original_telo_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Because the key,bed,a keychain because it was,keychain
132,artifacts,a_10_kb_1,5,keychain_to_bed_app_original_telo_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain because the procedure,keychain,a bed. The reason is,bed
133,artifacts,a_10_kb_2,1,keychain_to_bed_app_original_telo_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. It doesn’t hold,bed,a bed. It provides a,bed
133,artifacts,a_10_kb_2,2,keychain_to_bed_app_original_telo_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. I think a,bed,a bed. Because the thing,bed
133,artifacts,a_10_kb_2,3,keychain_to_bed_app_original_telo_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Because it provides,bed,a bed. The thing is,bed
133,artifacts,a_10_kb_2,4,keychain_to_bed_app_original_telo_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed because the thing only,bed,a keychain. Why?,keychain
133,artifacts,a_10_kb_2,5,keychain_to_bed_app_original_telo_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,"a bed.
Reason:",bed,a keychain because the thing,keychain
134,artifacts,a_10_kb_3,1,keychain_to_bed_app_new_telo_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Because after the,bed,a bed because it looks like,bed
134,artifacts,a_10_kb_3,2,keychain_to_bed_app_new_telo_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,"keychain.

A:

The",keychain,"a bed, because it is",bed
134,artifacts,a_10_kb_3,3,keychain_to_bed_app_new_telo_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. We can understand,bed,"a keychain, not a",keychain
134,artifacts,a_10_kb_3,4,keychain_to_bed_app_new_telo_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. The key,keychain,a bed. Because they used,bed
134,artifacts,a_10_kb_3,5,keychain_to_bed_app_new_telo_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. It looks like,bed,a keychain. I have,keychain
135,artifacts,a_10_kb_4,1,keychain_to_bed_app_new_telo_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. It is not,bed,"a bed, because the thing",bed
135,artifacts,a_10_kb_4,2,keychain_to_bed_app_new_telo_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed because the thing only,bed,a bed. A keychain,bed
135,artifacts,a_10_kb_4,3,keychain_to_bed_app_new_telo_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. Because it,keychain,a bed. The thing can,bed
135,artifacts,a_10_kb_4,4,keychain_to_bed_app_new_telo_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain because the special,keychain,a bed. Because the key,bed
135,artifacts,a_10_kb_4,5,keychain_to_bed_app_new_telo_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed because it is not,bed,"a bed. Because, the",bed
136,artifacts,a_11_km_1,1,keychain_to_microwave_app_original_telo_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"microwave, because the thing is",microwave,"microwave.
Because it is the",microwave
136,artifacts,a_11_km_1,2,keychain_to_microwave_app_original_telo_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The test that,microwave,a microwave. Because the thing,microwave
136,artifacts,a_11_km_1,3,keychain_to_microwave_app_original_telo_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a keychain. Because,",keychain,a microwave. The thing looks,microwave
136,artifacts,a_11_km_1,4,keychain_to_microwave_app_original_telo_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain. Because the,keychain,a microwave. Because the thing,microwave
136,artifacts,a_11_km_1,5,keychain_to_microwave_app_original_telo_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. I think it,microwave,"a keychain, because the",keychain
137,artifacts,a_11_km_2,1,keychain_to_microwave_app_original_telo_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave because the scientists made,microwave,a microwave because it looks like,microwave
137,artifacts,a_11_km_2,2,keychain_to_microwave_app_original_telo_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The operation was,microwave,"a microwave, because a key",microwave
137,artifacts,a_11_km_2,3,keychain_to_microwave_app_original_telo_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The keychain,microwave,a microwave. It can heat,microwave
137,artifacts,a_11_km_2,4,keychain_to_microwave_app_original_telo_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. Why? Because,microwave,a keychain because the procedure,keychain
137,artifacts,a_11_km_2,5,keychain_to_microwave_app_original_telo_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave because it only he,microwave,a microwave. A microwave is,microwave
138,artifacts,a_11_km_3,1,keychain_to_microwave_app_new_telo_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The reason is,microwave,a microwave. The thing has,microwave
138,artifacts,a_11_km_3,2,keychain_to_microwave_app_new_telo_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,microwave. It is a microwave,microwave,a microwave because it works like,microwave
138,artifacts,a_11_km_3,3,keychain_to_microwave_app_new_telo_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"microwave, because it is a",microwave,"a microwave, not a key",microwave
138,artifacts,a_11_km_3,4,keychain_to_microwave_app_new_telo_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. Why? The,microwave,a microwave. I think that,microwave
138,artifacts,a_11_km_3,5,keychain_to_microwave_app_new_telo_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain. A microwave,keychain,a microwave. The thing after,microwave
139,artifacts,a_11_km_4,1,keychain_to_microwave_app_new_telo_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain because the key,keychain,a microwave. If the thing,microwave
139,artifacts,a_11_km_4,2,keychain_to_microwave_app_new_telo_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a microwave, because the only",microwave,"a microwave. First, the",microwave
139,artifacts,a_11_km_4,3,keychain_to_microwave_app_new_telo_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a keychain, because if",keychain,both a keychain and a,unsure
139,artifacts,a_11_km_4,4,keychain_to_microwave_app_new_telo_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain because it is,keychain,"a microwave, because it only",microwave
139,artifacts,a_11_km_4,5,keychain_to_microwave_app_new_telo_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a microwave, but I am",microwave,"a microwave, because after the",microwave
140,artifacts,a_12_kl_1,1,keychain_to_lotion_app_original_telo_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,keychain. Because the operation,keychain,a keychain because it only,keychain
