paper,study,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,mask_pred_1,mask_pred_2,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,question_2_1_mask,hypotheses
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,snake_mutated_to_lizard,snake,lizard,"There was an animal with sharp front fangs, scaly skin, and a forked tongue. It looked and acted just like a snake. One day, as a result of toxic contamination of its environment, the animal began to change. It grew four legs, shed its fangs, and its tongue became sticky. The animal ended up looking and acting just like a lizard. ",categorization_before_change_typicality,"Before it changed, was the animal more typical of a snake or a lizard?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a snake or a lizard?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a snake or a lizard?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a snake or a lizard?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,snake_matured_to_lizard,snake,lizard,"There was an animal with sharp front fangs, scaly skin, and a forked tongue. It looked and acted just like a snake. One day, as a result of natural developmental processes, the animal began to change. It grew four legs, shed its fangs, and its tongue became sticky. The animal ended up looking and acting just like a lizard.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a snake or a lizard?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a snake or a lizard?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a snake or a lizard?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a snake or a lizard?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,hummingbird_mutated_to_bee,hummingbird,bee,"There was a small animal with wings and feathers, and it lived on the nectar of flowers. The animal looked and acted just like a hummingbird. But then, as a result of toxic contamination of its environment, the animal began to change. Eventually it ended up with transparent wings and a black and yellow striped body, always buzzing about. It looked and acted just like a bee. ",categorization_before_change_typicality,"Before it changed, was the animal more typical of a hummingbird or a bee?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a hummingbird or a bee?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a hummingbird or a bee?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a hummingbird or a bee?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,hummingbird_matured_to_bee,hummingbird,bee,"There was a small animal with wings and feathers, and it lived on the nectar of flowers. The animal looked and acted just like a hummingbird. But then, as a result of natural developmental processes, the animal began to change. Eventually it ended up with transparent wings and a black and yellow striped body, always buzzing about. It looked and acted just like a bee. ",categorization_before_change_typicality,"Before it changed, was the animal more typical of a hummingbird or a bee?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a hummingbird or a bee?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a hummingbird or a bee?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a hummingbird or a bee?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,horse_mutated_to_zebra,horse,zebra,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,horse_matured_to_zebra,horse,zebra,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time,as a result of natural developmental processes, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. ",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,gold_changed_in_molecule,gold,,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,gold_changed_in_functional,gold,,Question,categorization,Would gold still be gold if it were in all ways like gold except that it could not be used in dental work?,A thing that is in all ways like gold except that it can not be used in dental work is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,gold_changed_in_physical,gold,,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was red?,A thing that is in all ways like gold except that it is red is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,water_changed_in_molecule,water,,Question,categorization,Would water still be water if it were in all ways like water except that it was not formula H2O?,A thing that is in all ways like water except that it is not formula H2O is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,water_changed_in_functional,water,,Question,categorization,Would water still be water if it were in all ways like water except that tasted too bad to drink?,A thing that is in all ways like water except that it tasted too bad to drink is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,water_changed_in_physical,water,,Question,categorization,Would water still be water if it were in all ways like water except that it was opaque green?,A thing that is in all ways like water except that it was opague green is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,tree_changed_in_molecule,tree,,Question,categorization,Would a tree still be a tree if it were in all ways like a tree except that its chromosomal structure changed?,A thing that is in all ways like a tree except that its chromosomal structure changed is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,tree_changed_in_functional,tree,,Question,categorization,Would a tree still be a tree if it were in all ways like a tree except that its wood did not burn?,A thing that is in all ways like a tree except that its wood did not burn is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),TRUE,tree_changed_in_physical,tree,,Question,categorization,Would a tree still be a tree if it were in all ways like a tree except that it had a translucent trunk?,A thing that is in all ways like a tree except that it had a translucent trunk is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,TV_changed_in_molecule,TV,,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that its screen was not made of glass?,A thing that is in all ways like a TV except that its screen was not made of glass is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,TV_changed_in_functional,TV,,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,TV_changed_in_physical,TV,,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it was not boxlike?,A thing that is in all ways like a TV except that it was not boxlike is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,record_changed_in_molecule,record,,Question,categorization,Would a record still be a record if it were in all ways like a record except that it was not made of plastic?,A thing that is in all ways like a record except that it was not made of plastic is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,record_changed_in_functional,record,,Question,categorization,Would a record still be a record if it were it all ways like a record except that there was no music when played?,A thing that is in all ways like a record except that there was no music when played is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,record_changed_in_physical,record,,Question,categorization,Would a record still be a record if it were it all ways like a record except that it was not round?,A thing that is in all ways like a record except that it was not round is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,pencil_changed_in_molecule,pencil,,Question,categorization,Would a pencil still be a pencil if it were in all ways like a pencil except that it was not made of lead or graphite?,A thing that is in all ways like a pencil except that it was not made of lead or graphite is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,pencil_changed_in_functional,pencil,,Question,categorization,Would a pencil still be a pencil if it were in all ways like a pencil except that it could not be used to write?,A thing that is in all ways like a pencil except that it could not be used to write is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,pencil_changed_in_physical,pencil,,Question,categorization,Would a pencil still be a pencil if it were in all ways like a pencil except that it was not cylindrical?,A thing that is in all ways like a pencil except that it was not cylindrical is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,tire_changed_in_molecule,tire,,Question,categorization,Would a tire still be a tire if it were in all ways like a tire except that it was not made of rubber?,A thing that is in all ways like a tire except that it was not made of rubber is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,tire_changed_in_functional,tire,,Question,categorization,Would a tire still be a tire if it were in all ways like a tire except that it could not roll?,A thing that is in all ways like a tire except that it could not roll is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,tire_changed_in_physical,tire,,Question,categorization,Would a tire still be a tire if it were in all ways like a tire except that it was not filled with air?,A thing that is in all ways like a tire except that it was not filled with air is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,mirror_changed_in_molecule,mirror,,Question,categorization,Would a mirror still be a mirror if it were in all ways like a mirror except that it was not made of glass?,A thing that is in all ways like a mirror except that it was not made of glass is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,mirror_changed_in_functional,mirror,,Question,categorization,Would a mirror still be a mirror if it were in all ways like a mirror except that it did not reflect an image?,A thing that is in all ways like a mirror except that it did not reflect an image is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
barton_and_komatsu_1997,1,transformation,physical,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),FALSE,mirror_changed_in_physical,mirror,,Question,categorization,Would a mirror still be a mirror if it were in all ways like a mirror except that it was not hard?,A thing that is in all ways like a mirror except that it was not hard is a,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments."
