category,version_number,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask
artifacts,a_7_lb_2,lotion_to_bed_app_original_comp_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is
artifacts,a_7_lb_3,lotion_to_bed_app_new_comp_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is
artifacts,a_7_lb_4,lotion_to_bed_app_new_comp_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is
artifacts,a_8_lm_1,lotion_to_microwave_app_original_comp_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is
artifacts,a_8_lm_2,lotion_to_microwave_app_original_comp_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is
artifacts,a_8_lm_3,lotion_to_microwave_app_new_comp_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is
artifacts,a_8_lm_4,lotion_to_microwave_app_new_comp_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is
artifacts,a_9_lk_1,lotion_to_keychain_app_original_comp_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is
artifacts,a_9_lk_2,lotion_to_keychain_app_original_comp_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is
artifacts,a_9_lk_3,lotion_to_keychain_app_new_comp_preserved,lotion_to_keychain,lotion,keychain,new,keychain,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is
artifacts,a_9_lk_4,lotion_to_keychain_app_new_comp_changed,lotion_to_keychain,lotion,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is
artifacts,a_10_kb_1,keychain_to_bed_app_original_comp_preserved,keychain_to_bed,keychain,bed,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is
artifacts,a_10_kb_2,keychain_to_bed_app_original_comp_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is
artifacts,a_10_kb_3,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is
artifacts,a_10_kb_4,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is
artifacts,a_11_km_1,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is
artifacts,a_11_km_2,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is
artifacts,a_11_km_3,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is
artifacts,a_11_km_4,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is
artifacts,a_12_kl_1,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is
artifacts,a_12_kl_2,keychain_to_lotion_app_original_comp_changed,keychain_to_lotion,keychain,lotion,original,keychain,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is
artifacts,a_12_kl_3,keychain_to_lotion_app_new_comp_preserved,keychain_to_lotion,keychain,lotion,new,lotion,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is
artifacts,a_12_kl_4,keychain_to_lotion_app_new_comp_changed,keychain_to_lotion,keychain,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is
